Уровень	Дата и время	Источник	Код события	Категория задачи
Сведения	04.09.2017 21:49:40	Microsoft-Windows-FilterManager	6	Отсутствует	"Фильтр файловой системы ""npsvctrig"" (версия 10.0, ‎2097‎-‎07‎-‎25T17:18:05.000000000Z) успешно загружен и зарегистрирован у диспетчера фильтров."
Сведения	04.09.2017 21:49:40	avipbb	17	Отсутствует	avipbb.sys successfully loaded
Сведения	04.09.2017 21:49:40	avkmgr	17	Отсутствует	avkmgr.sys successfully loaded
Сведения	04.09.2017 21:49:40	Microsoft-Windows-FilterManager	6	Отсутствует	"Фильтр файловой системы ""FileCrypt"" (версия 10.0, ‎2030‎-‎05‎-‎28T15:10:59.000000000Z) успешно загружен и зарегистрирован у диспетчера фильтров."
Сведения	04.09.2017 21:49:39	Microsoft-Windows-Ntfs	98	Отсутствует	Том C: (\Device\HarddiskVolume5) работоспособен.  Не требуется никаких действий.
Сведения	04.09.2017 21:49:38	Microsoft-Windows-FilterManager	6	Отсутствует	"Фильтр файловой системы ""Wof"" (версия 10.0, ‎1974‎-‎03‎-‎12T05:47:45.000000000Z) успешно загружен и зарегистрирован у диспетчера фильтров."
Сведения	04.09.2017 21:49:38	Microsoft-Windows-FilterManager	6	Отсутствует	"Фильтр файловой системы ""FileInfo"" (версия 10.0, ‎2042‎-‎06‎-‎30T21:43:32.000000000Z) успешно загружен и зарегистрирован у диспетчера фильтров."
Сведения	04.09.2017 21:49:37	Microsoft-Windows-Kernel-Boot	30	(21)	Встроенное ПО сообщило метрики загрузки.
Сведения	04.09.2017 21:49:37	Microsoft-Windows-Kernel-Boot	25	(32)	Использовалась следующая политика меню загрузки: 0x1.
Сведения	04.09.2017 21:49:37	Microsoft-Windows-Kernel-Boot	27	(33)	Использовался следующий тип загрузки: 0x0.
Сведения	04.09.2017 21:49:37	Microsoft-Windows-Kernel-Boot	20	(31)	Состояние успешного выполнения последнего завершения работы: true. Состояние успешного выполнения последней загрузки: true.
Сведения	04.09.2017 21:49:37	Microsoft-Windows-Kernel-Boot	32	Отсутствует	Диспетчер загрузки затратил 0 мс на ожидание ввода данных пользователем.
Сведения	04.09.2017 21:49:37	Microsoft-Windows-Kernel-Boot	18	Отсутствует	Число вариантов загрузки данной системы: 0x1.
Сведения	04.09.2017 21:49:37	Microsoft-Windows-Kernel-Boot	153	Отсутствует	Безопасность на основе виртуализации (политики: 0) — отключено.
Сведения	04.09.2017 21:49:37	Microsoft-Windows-Kernel-General	12	(1)	Системное время запуска операционной системы: ‎2017‎-‎09‎-‎04T14:49:36.485180100Z.
Сведения	03.09.2017 20:11:32	Microsoft-Windows-Kernel-General	13	(2)	Системное время завершения работы операционной системы: ‎2017‎-‎09‎-‎03T13:11:32.827652600Z.
Сведения	03.09.2017 20:11:30	Microsoft-Windows-Kernel-Power	109	(103)	"Диспетчер питания ядра инициировал завершение работы.

Причина завершения работы: API ядра"
Сведения	03.09.2017 20:11:27	Microsoft-Windows-WLAN-AutoConfig	4001	Отсутствует	"Служба автонастройки беспроводной сети остановлена успешно.
"
Сведения	04.09.2017 21:49:52	EventLog	6013	Отсутствует	Время работоспособного состояния 16 сек.
Сведения	04.09.2017 21:49:52	EventLog	6005	Отсутствует	Запущена служба журнала событий.
Сведения	04.09.2017 21:49:52	EventLog	6009	Отсутствует	Microsoft (R) Windows (R) 10.00. 15063  Multiprocessor Free.
Сведения	03.09.2017 20:11:25	Microsoft-Windows-Dhcp-Client	50037	Событие состояния службы	Остановка клиентской службы DHCPv4. Значение флага завершения работы: 1
Сведения	03.09.2017 20:11:25	Microsoft-Windows-Dhcp-Client	50106	Событие состояния службы	DHCPv4 ожидает остановки службы DHCPv6
Сведения	03.09.2017 20:11:25	Microsoft-Windows-DHCPv6-Client	51057	Событие состояния службы	Служба DHCPv6-клиента почти остановлена. Количество ссылок контекста DHCP: 1
Сведения	03.09.2017 20:11:25	Microsoft-Windows-DHCPv6-Client	51057	Событие состояния службы	Служба DHCPv6-клиента почти остановлена. Количество ссылок контекста DHCP: 1
